tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
150,6/1/2013 9:18,6/1/2013 9:21,127,Barrow St & Hudson St,40.73172428,-74.00674436,127,Barrow St & Hudson St,40.73172428,-74.00674436,15177,Subscriber,1957,1
248,6/1/2013 9:18,6/1/2013 9:22,116,W 17 St & 8 Ave,40.74177603,-74.00149746,NULL,NULL,NULL,NULL,16655,Customer,NULL,0
21264,6/1/2013 9:18,6/1/2013 15:13,311,Norfolk St & Broome St,40.7172274,-73.98802084,2009,Catherine St & Monroe St,40.71117444,-73.99682619,14861,Subscriber,1974,1
900,6/1/2013 9:18,6/1/2013 9:33,317,E 6 St & Avenue B,40.72453734,-73.98185424,521,8 Ave & W 31 St N,40.75096735,-73.99444208,17313,Subscriber,1957,1
227,6/1/2013 9:19,6/1/2013 9:23,251,Mott St & Prince St,40.72317958,-73.99480012,229,Great Jones St,40.72743423,-73.99379025,17898,Customer,NULL,0
134,6/1/2013 9:20,6/1/2013 9:22,247,Perry St & Bleecker St,40.73535398,-74.00483091,433,E 13 St & Avenue A,40.72955361,-73.98057249,15273,Subscriber,1968,1
2060,6/1/2013 9:20,6/1/2013 9:55,376,John St & William St,40.70862144,-74.00722156,514,12 Ave & W 40 St,40.76087502,-74.00277668,15681,Subscriber,1960,1
181,6/1/2013 9:20,6/1/2013 9:23,483,E 12 St & 3 Ave,40.73223272,-73.98889957,432,E 7 St & Avenue A,40.72621788,-73.98379855,17397,Subscriber,1966,1
1847,6/1/2013 9:21,6/1/2013 9:51,502,Henry St & Grand St,40.714215,-73.981346,223,W 13 St & 7 Ave,40.73781509,-73.99994661,16790,Subscriber,1950,2
2038,6/1/2013 9:21,6/1/2013 9:55,456,E 53 St & Madison Ave,40.7597108,-73.97402311,475,E 15 St & Irving Pl,40.73524276,-73.98758561,17124,Subscriber,1957,2
213,6/1/2013 9:21,6/1/2013 9:24,368,Carmine St & 6 Ave,40.73038599,-74.00214988,401,Allen St & Rivington St,40.72019576,-73.98997825,16688,Subscriber,1976,1
1244,6/1/2013 9:21,6/1/2013 9:42,225,W 14 St & The High Line,40.74195138,-74.00803013,521,8 Ave & W 31 St N,40.75096735,-73.99444208,16799,Customer,NULL,0
2461,6/1/2013 9:21,6/1/2013 10:02,363,West Thames St,40.70834698,-74.01713445,411,E 6 St & Avenue D,40.72228087,-73.97668709,19911,Subscriber,1969,2
275,6/1/2013 9:22,6/1/2013 9:26,473,Rivington St & Chrystie St,40.72110063,-73.9919254,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,18429,Subscriber,1972,2
1009,6/1/2013 9:22,6/1/2013 9:38,2022,E 60 St & York Ave,40.759107,-73.959223,497,E 17 St & Broadway,40.73704984,-73.99009296,17176,Subscriber,1956,2
1127,6/1/2013 9:22,6/1/2013 9:40,315,South St & Gouverneur Ln,40.70355377,-74.00670227,426,West St & Chambers St,40.71754834,-74.01322069,18029,Customer,NULL,0
1109,6/1/2013 9:22,6/1/2013 9:40,315,South St & Gouverneur Ln,40.70355377,-74.00670227,426,West St & Chambers St,40.71754834,-74.01322069,19764,Customer,NULL,0
9376,6/1/2013 6:46,6/1/2013 9:22,297,E 15 St & 3 Ave,40.734232,-73.986923,251,Mott St & Prince St,40.72317958,-73.99480012,20100,Subscriber,1964,1
710,6/1/2013 9:20,6/1/2013 9:32,127,Barrow St & Hudson St,40.73172428,-74.00674436,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,18620,Subscriber,1958,1
1212,6/1/2013 9:22,6/1/2013 9:42,276,Duane St & Greenwich St,40.71748752,-74.0104554,2022,E 60 St & York Ave,40.759107,-73.959223,18329,Subscriber,1978,1
603,6/1/2013 9:22,6/1/2013 9:32,293,Lafayette St & E 8 St,40.73020661,-73.99102628,285,Broadway & E 14 St,40.73454567,-73.99074142,17081,Subscriber,1961,2
239,6/1/2013 9:23,6/1/2013 9:27,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,504,1 Ave & E 16 St,40.73221853,-73.98165557,16772,Subscriber,1991,1
1756,6/1/2013 9:23,6/1/2013 9:53,146,Hudson St & Reade St,40.71625008,-74.0091059,386,Centre St & Worth St,40.71494807,-74.00234482,17300,Customer,NULL,0
4746,6/1/2013 9:24,6/1/2013 10:43,505,6 Ave & W 33 St,40.74901271,-73.98848395,512,W 29 St & 9 Ave,40.7500727,-73.99839279,19543,Customer,NULL,0
451,6/1/2013 9:24,6/1/2013 9:32,223,W 13 St & 7 Ave,40.73781509,-73.99994661,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,17837,Subscriber,1972,1
1331,6/1/2013 9:24,6/1/2013 9:47,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,17651,Customer,NULL,0
1329,6/1/2013 9:25,6/1/2013 9:47,475,E 15 St & Irving Pl,40.73524276,-73.98758561,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,20024,Customer,NULL,0
1557,6/1/2013 9:24,6/1/2013 9:50,311,Norfolk St & Broome St,40.7172274,-73.98802084,469,Broadway & W 53 St,40.76344058,-73.98268129,17167,Subscriber,1972,2
1958,6/1/2013 9:25,6/1/2013 9:58,482,W 15 St & 7 Ave,40.73935542,-73.99931783,259,South St & Whitehall St,40.70122128,-74.01234218,18514,Subscriber,1986,1
474,6/1/2013 9:25,6/1/2013 9:33,254,W 11 St & 6 Ave,40.73532427,-73.99800419,444,Broadway & W 24 St,40.7423543,-73.98915076,19549,Subscriber,1957,1
1330,6/1/2013 9:25,6/1/2013 9:47,495,W 47 St & 10 Ave,40.76269882,-73.99301222,447,8 Ave & W 52 St,40.76370739,-73.9851615,14937,Subscriber,1961,1
1432,6/1/2013 9:25,6/1/2013 9:49,525,W 34 St & 11 Ave,40.75594159,-74.0021163,2004,6 Ave & Broome St,40.724399,-74.004704,15901,Subscriber,1981,2
529,6/1/2013 9:26,6/1/2013 9:35,445,E 10 St & Avenue A,40.72740794,-73.98142006,294,Washington Square E,40.73049393,-73.9957214,19268,Subscriber,1979,2
829,6/1/2013 9:26,6/1/2013 9:40,475,E 15 St & Irving Pl,40.73524276,-73.98758561,355,Bayard St & Baxter St,40.71602118,-73.99974372,20274,Subscriber,1977,1
290,6/1/2013 9:26,6/1/2013 9:31,453,W 22 St & 8 Ave,40.74475148,-73.99915362,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19864,Customer,NULL,0
269,6/1/2013 9:26,6/1/2013 9:30,432,E 7 St & Avenue A,40.72621788,-73.98379855,406,Hicks St & Montague St,40.69512845,-73.99595065,19565,Subscriber,1982,1
1676,6/1/2013 9:26,6/1/2013 9:54,376,John St & William St,40.70862144,-74.00722156,NULL,NULL,NULL,NULL,19980,Customer,NULL,0
660,6/1/2013 9:26,6/1/2013 9:37,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,146,Hudson St & Reade St,40.71625008,-74.0091059,17005,Customer,NULL,0
920,6/1/2013 9:27,6/1/2013 9:42,454,E 51 St & 1 Ave,40.75455731,-73.96592976,504,1 Ave & E 16 St,40.73221853,-73.98165557,17605,Subscriber,1955,2
1266,6/1/2013 9:27,6/1/2013 9:48,348,W Broadway & Spring St,40.72490985,-74.00154702,290,2 Ave & E 58 St,40.76020258,-73.96478473,18454,Subscriber,1972,1
1163,6/1/2013 9:27,6/1/2013 9:46,329,Greenwich St & North Moore St,40.72015227,-74.01036501,329,Greenwich St & North Moore St,40.72015227,-74.01036501,14732,Subscriber,1983,1
197,6/1/2013 9:27,6/1/2013 9:31,418,Front St & Gold St,40.70224,-73.982578,430,York St & Jay St,40.7014851,-73.98656928,15864,Subscriber,1975,1
230,6/1/2013 9:27,6/1/2013 9:31,418,Front St & Gold St,40.70224,-73.982578,430,York St & Jay St,40.7014851,-73.98656928,16820,Subscriber,1979,2
3680,6/1/2013 9:27,6/1/2013 10:29,2012,E 27 St & 1 Ave,40.739445,-73.976806,501,FDR Drive & E 35 St,40.744219,-73.97121214,15813,Customer,NULL,0
163,6/1/2013 9:25,6/1/2013 9:28,476,E 31 St & 3 Ave,40.74394314,-73.97966069,167,E 39 St & 3 Ave,40.7489006,-73.97604882,16138,Subscriber,1987,1
1325,6/1/2013 9:28,6/1/2013 9:50,528,2 Ave & E 31 St,40.74290902,-73.97706058,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,17074,Customer,NULL,0
3628,6/1/2013 9:28,6/1/2013 10:28,532,S 5 Pl & S 5 St,40.710451,-73.960876,501,FDR Drive & E 35 St,40.744219,-73.97121214,20112,Customer,NULL,0
644,6/1/2013 9:23,6/1/2013 9:34,476,E 31 St & 3 Ave,40.74394314,-73.97966069,456,E 53 St & Madison Ave,40.7597108,-73.97402311,17410,Subscriber,1981,2
148,6/1/2013 9:26,6/1/2013 9:28,442,W 27 St & 7 Ave,40.746647,-73.993915,494,W 26 St & 8 Ave,40.74734825,-73.99723551,16599,Subscriber,1956,1
1374,6/1/2013 9:28,6/1/2013 9:51,475,E 15 St & Irving Pl,40.73524276,-73.98758561,479,9 Ave & W 45 St,40.76019252,-73.9912551,19731,Subscriber,1967,2
214,6/1/2013 9:28,6/1/2013 9:32,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,507,E 25 St & 2 Ave,40.73912601,-73.97973776,18569,Subscriber,1965,1
401,6/1/2013 9:29,6/1/2013 9:35,305,E 58 St & 3 Ave,40.76095756,-73.96724467,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,19402,Customer,NULL,0
368,6/1/2013 9:28,6/1/2013 9:34,533,Broadway & W 38 St,40.75299641,-73.98721619,533,Broadway & W 38 St,40.75299641,-73.98721619,17594,Customer,NULL,0
11694,6/1/2013 9:29,6/1/2013 12:44,482,W 15 St & 7 Ave,40.73935542,-73.99931783,379,W 31 St & 7 Ave,40.749156,-73.9916,18698,Subscriber,1984,2
253,6/1/2013 9:29,6/1/2013 9:34,533,Broadway & W 38 St,40.75299641,-73.98721619,533,Broadway & W 38 St,40.75299641,-73.98721619,19865,Customer,NULL,0
969,6/1/2013 9:30,6/1/2013 9:46,363,West Thames St,40.70834698,-74.01713445,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18500,Subscriber,1982,2
243,6/1/2013 9:30,6/1/2013 9:34,361,Allen St & Hester St,40.71605866,-73.99190759,312,Allen St & Stanton St,40.722055,-73.989111,18696,Subscriber,1980,1
264,6/1/2013 9:31,6/1/2013 9:35,291,Madison St & Montgomery St,40.713126,-73.984844,361,Allen St & Hester St,40.71605866,-73.99190759,16867,Subscriber,1966,1
1697,6/1/2013 9:31,6/1/2013 9:59,521,8 Ave & W 31 St N,40.75096735,-73.99444208,536,1 Ave & E 30 St,40.74144387,-73.97536082,18568,Subscriber,1963,1
146,6/1/2013 9:29,6/1/2013 9:31,494,W 26 St & 8 Ave,40.74734825,-73.99723551,495,W 47 St & 10 Ave,40.76269882,-73.99301222,20209,Subscriber,1956,1
1554,6/1/2013 9:31,6/1/2013 9:57,332,Cherry St,40.71219906,-73.97948148,536,1 Ave & E 30 St,40.74144387,-73.97536082,15316,Subscriber,1966,2
262,6/1/2013 9:27,6/1/2013 9:32,509,9 Ave & W 22 St,40.7454973,-74.00197139,NULL,NULL,NULL,NULL,20181,Subscriber,1970,1
260,6/1/2013 9:32,6/1/2013 9:36,2004,6 Ave & Broome St,40.724399,-74.004704,382,University Pl & E 14 St,40.73492695,-73.99200509,19005,Subscriber,1980,1
486,6/1/2013 9:32,6/1/2013 9:40,229,Great Jones St,40.72743423,-73.99379025,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,16633,Customer,NULL,0
857,6/1/2013 9:32,6/1/2013 9:47,515,W 43 St & 10 Ave,40.76009437,-73.99461843,422,W 59 St & 10 Ave,40.770513,-73.988038,16806,Subscriber,1980,1
1081,6/1/2013 9:32,6/1/2013 9:50,290,2 Ave & E 58 St,40.76020258,-73.96478473,444,Broadway & W 24 St,40.7423543,-73.98915076,17645,Subscriber,1972,1
1226,6/1/2013 9:32,6/1/2013 9:53,432,E 7 St & Avenue A,40.72621788,-73.98379855,NULL,NULL,NULL,NULL,16371,Customer,NULL,0
342,6/1/2013 9:32,6/1/2013 9:37,150,E 2 St & Avenue C,40.7208736,-73.98085795,2000,Front St & Washington St,40.70255088,-73.98940236,18476,Subscriber,1962,2
1101,6/1/2013 9:32,6/1/2013 9:51,290,2 Ave & E 58 St,40.76020258,-73.96478473,497,E 17 St & Broadway,40.73704984,-73.99009296,19664,Subscriber,1962,1
1228,6/1/2013 9:33,6/1/2013 9:53,306,Cliff St & Fulton St,40.70823502,-74.00530063,322,Clinton St & Tillary St,40.696192,-73.991218,18313,Customer,NULL,0
316,6/1/2013 9:33,6/1/2013 9:38,504,1 Ave & E 16 St,40.73221853,-73.98165557,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16772,Subscriber,1991,1
765,6/1/2013 9:34,6/1/2013 9:47,347,Greenwich St & W Houston St,40.728846,-74.008591,521,8 Ave & W 31 St N,40.75096735,-73.99444208,15385,Subscriber,1984,1
943,6/1/2013 9:34,6/1/2013 9:50,531,Forsyth St & Broome St,40.71893904,-73.99266288,435,W 21 St & 6 Ave,40.74173969,-73.99415556,16443,Subscriber,1979,2
1580,6/1/2013 9:34,6/1/2013 10:00,358,Christopher St & Greenwich St,40.73291553,-74.00711384,427,Bus Slip & State St,40.701907,-74.013942,16301,Customer,NULL,0
828,6/1/2013 9:30,6/1/2013 9:44,345,W 13 St & 6 Ave,40.73649403,-73.99704374,497,E 17 St & Broadway,40.73704984,-73.99009296,15647,Subscriber,1983,1
653,6/1/2013 9:30,6/1/2013 9:41,442,W 27 St & 7 Ave,40.746647,-73.993915,332,Cherry St,40.71219906,-73.97948148,20160,Subscriber,1978,1
1407,6/1/2013 9:35,6/1/2013 9:58,401,Allen St & Rivington St,40.72019576,-73.98997825,427,Bus Slip & State St,40.701907,-74.013942,15778,Subscriber,1979,1
1877,6/1/2013 9:34,6/1/2013 10:05,2008,Little West St & 1 Pl,40.70569254,-74.01677685,337,Old Slip & Front St,40.7037992,-74.00838676,17436,Subscriber,1958,1
1749,6/1/2013 9:36,6/1/2013 10:06,237,E 11 St & 2 Ave,40.73047309,-73.98672378,509,9 Ave & W 22 St,40.7454973,-74.00197139,15078,Subscriber,1954,1
669,6/1/2013 9:33,6/1/2013 9:45,150,E 2 St & Avenue C,40.7208736,-73.98085795,325,E 19 St & 3 Ave,40.73624527,-73.98473765,15103,Subscriber,1958,1
844,6/1/2013 9:37,6/1/2013 9:51,342,Columbia St & Rivington St,40.71739973,-73.98016555,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,17985,Subscriber,1963,1
281,6/1/2013 9:37,6/1/2013 9:42,453,W 22 St & 8 Ave,40.74475148,-73.99915362,504,1 Ave & E 16 St,40.73221853,-73.98165557,19864,Customer,NULL,0
1060,6/1/2013 9:37,6/1/2013 9:55,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,407,Henry St & Poplar St,40.700469,-73.991454,16511,Subscriber,1980,1
547,6/1/2013 9:38,6/1/2013 9:47,334,W 20 St & 7 Ave,40.74238787,-73.99726235,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,15802,Subscriber,1966,1
1037,6/1/2013 9:38,6/1/2013 9:55,463,9 Ave & W 16 St,40.74206539,-74.00443172,377,6 Ave & Canal St,40.72243797,-74.00566443,16905,Subscriber,1985,1
674,6/1/2013 9:38,6/1/2013 9:49,312,Allen St & Stanton St,40.722055,-73.989111,330,Reade St & Broadway,40.71450451,-74.00562789,16036,Subscriber,1960,2
1984,6/1/2013 9:34,6/1/2013 10:07,361,Allen St & Hester St,40.71605866,-73.99190759,282,Kent Ave & S 11 St,40.70764494,-73.96841526,18007,Subscriber,1958,1
538,6/1/2013 9:38,6/1/2013 9:47,511,E 14 St & Avenue B,40.72938685,-73.97772429,346,Bank St & Hudson St,40.73652889,-74.00618026,18485,Subscriber,1980,2
313,6/1/2013 9:31,6/1/2013 9:36,529,W 42 St & 8 Ave,40.7575699,-73.99098507,447,8 Ave & W 52 St,40.76370739,-73.9851615,16302,Subscriber,1983,1
1021,6/1/2013 9:39,6/1/2013 9:56,243,Fulton St & Rockwell Pl,40.688226,-73.979382,463,9 Ave & W 16 St,40.74206539,-74.00443172,20229,Customer,NULL,0
790,6/1/2013 9:39,6/1/2013 9:52,448,W 37 St & 10 Ave,40.75660359,-73.9979009,510,W 51 St & 6 Ave,40.7606597,-73.98042047,18023,Subscriber,1975,1
610,6/1/2013 9:35,6/1/2013 9:45,261,Johnson St & Gold St,40.69474881,-73.98362464,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,19403,Subscriber,1983,2
575,6/1/2013 9:35,6/1/2013 9:45,261,Johnson St & Gold St,40.69474881,-73.98362464,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,14784,Subscriber,1985,1
1113,6/1/2013 9:39,6/1/2013 9:58,457,Broadway & W 58 St,40.76695317,-73.98169333,461,E 20 St & 2 Ave,40.73587678,-73.98205027,17662,Subscriber,1984,1
997,6/1/2013 9:39,6/1/2013 9:56,497,E 17 St & Broadway,40.73704984,-73.99009296,268,Howard St & Centre St,40.71910537,-73.99973337,16849,Subscriber,1974,2
599,6/1/2013 9:39,6/1/2013 9:49,470,W 20 St & 8 Ave,40.74345335,-74.00004031,497,E 17 St & Broadway,40.73704984,-73.99009296,16075,Subscriber,1958,1
489,6/1/2013 9:39,6/1/2013 9:48,345,W 13 St & 6 Ave,40.73649403,-73.99704374,346,Bank St & Hudson St,40.73652889,-74.00618026,16197,Subscriber,1981,1
743,6/1/2013 9:40,6/1/2013 9:52,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,3002,South End Ave & Liberty St,40.711512,-74.015756,19729,Subscriber,1962,1
543,6/1/2013 9:40,6/1/2013 9:49,447,8 Ave & W 52 St,40.76370739,-73.9851615,488,W 39 St & 9 Ave,40.75645824,-73.99372222,19733,Customer,NULL,0
357,6/1/2013 9:40,6/1/2013 9:46,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,411,E 6 St & Avenue D,40.72228087,-73.97668709,16772,Subscriber,1987,1
2241,6/1/2013 9:40,6/1/2013 10:18,285,Broadway & E 14 St,40.73454567,-73.99074142,441,E 52 St & 2 Ave,40.756014,-73.967416,17100,Subscriber,1973,1
325,6/1/2013 9:40,6/1/2013 9:46,401,Allen St & Rivington St,40.72019576,-73.98997825,403,E 2 St & 2 Ave,40.72502876,-73.99069656,16059,Subscriber,1979,2
1155,6/1/2013 9:41,6/1/2013 10:00,457,Broadway & W 58 St,40.76695317,-73.98169333,497,E 17 St & Broadway,40.73704984,-73.99009296,17390,Subscriber,1981,1
322,6/1/2013 9:41,6/1/2013 9:46,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,403,E 2 St & 2 Ave,40.72502876,-73.99069656,19857,Subscriber,1980,1
28016,6/1/2013 9:41,6/1/2013 17:28,521,8 Ave & W 31 St N,40.75096735,-73.99444208,444,Broadway & W 24 St,40.7423543,-73.98915076,20340,Subscriber,1965,2
459,6/1/2013 9:41,6/1/2013 9:49,164,E 47 St & 2 Ave,40.75323098,-73.97032517,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,18569,Subscriber,1974,1
543,6/1/2013 9:41,6/1/2013 9:51,464,E 56 St & 3 Ave,40.75934501,-73.96759673,305,E 58 St & 3 Ave,40.76095756,-73.96724467,19768,Customer,NULL,0
512,6/1/2013 9:42,6/1/2013 9:51,474,5 Ave & E 29 St,40.7451677,-73.98683077,254,W 11 St & 6 Ave,40.73532427,-73.99800419,15857,Subscriber,1955,1
1528,6/1/2013 9:43,6/1/2013 10:08,128,MacDougal St & Prince St,40.72710258,-74.00297088,520,W 52 St & 5 Ave,40.75992262,-73.97648516,19252,Subscriber,1960,1
1923,6/1/2013 9:43,6/1/2013 10:15,224,Spruce St & Nassau St,40.71146364,-74.00552427,445,E 10 St & Avenue A,40.72740794,-73.98142006,19855,Subscriber,1987,1
23532,6/1/2013 9:43,6/1/2013 16:16,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,238,Bank St & Washington St,40.7361967,-74.00859207,18785,Subscriber,1992,2
1360,6/1/2013 9:43,6/1/2013 10:06,533,Broadway & W 38 St,40.75299641,-73.98721619,348,W Broadway & Spring St,40.72490985,-74.00154702,16159,Customer,NULL,0
1390,6/1/2013 9:43,6/1/2013 10:07,533,Broadway & W 38 St,40.75299641,-73.98721619,147,Greenwich St & Warren St,40.71542197,-74.01121978,14790,Customer,NULL,0
2357,6/1/2013 9:40,6/1/2013 10:20,466,W 25 St & 6 Ave,40.74395411,-73.99144871,309,Murray St & West St,40.7149787,-74.013012,16923,Subscriber,1976,2
845,6/1/2013 9:43,6/1/2013 9:57,455,1 Ave & E 44 St,40.75001986,-73.96905301,510,W 51 St & 6 Ave,40.7606597,-73.98042047,15172,Subscriber,1952,1
1044,6/1/2013 9:43,6/1/2013 10:01,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,357,E 11 St & Broadway,40.73261787,-73.99158043,19651,Subscriber,1983,1
523,6/1/2013 9:43,6/1/2013 9:52,315,South St & Gouverneur Ln,40.70355377,-74.00670227,315,South St & Gouverneur Ln,40.70355377,-74.00670227,17184,Customer,NULL,0
899,6/1/2013 9:44,6/1/2013 9:59,515,W 43 St & 10 Ave,40.76009437,-73.99461843,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16671,Subscriber,1958,1
1014,6/1/2013 9:44,6/1/2013 10:01,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,357,E 11 St & Broadway,40.73261787,-73.99158043,19237,Subscriber,1982,2
471,6/1/2013 9:41,6/1/2013 9:49,463,9 Ave & W 16 St,40.74206539,-74.00443172,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19417,Subscriber,1977,1
250,6/1/2013 9:44,6/1/2013 9:48,491,E 24 St & Park Ave S,40.74096374,-73.98602213,509,9 Ave & W 22 St,40.7454973,-74.00197139,19896,Subscriber,1979,1
273,6/1/2013 9:44,6/1/2013 9:49,502,Henry St & Grand St,40.714215,-73.981346,295,Pike St & E Broadway,40.71406667,-73.99293911,16119,Subscriber,1990,2
547,6/1/2013 9:44,6/1/2013 9:54,487,E 20 St & FDR Drive,40.73314259,-73.97573881,501,FDR Drive & E 35 St,40.744219,-73.97121214,19325,Subscriber,1976,2
503,6/1/2013 9:45,6/1/2013 9:53,487,E 20 St & FDR Drive,40.73314259,-73.97573881,501,FDR Drive & E 35 St,40.744219,-73.97121214,15463,Subscriber,1974,1
370,6/1/2013 9:45,6/1/2013 9:51,293,Lafayette St & E 8 St,40.73020661,-73.99102628,150,E 2 St & Avenue C,40.7208736,-73.98085795,19424,Subscriber,1979,2
1052,6/1/2013 9:45,6/1/2013 10:02,217,Old Fulton St,40.70277159,-73.99383605,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,19382,Customer,NULL,0
792,6/1/2013 9:45,6/1/2013 9:58,521,8 Ave & W 31 St N,40.75096735,-73.99444208,285,Broadway & E 14 St,40.73454567,-73.99074142,16898,Subscriber,1979,2
393,6/1/2013 9:42,6/1/2013 9:49,174,E 25 St & 1 Ave,40.7381765,-73.97738662,503,E 20 St & Park Ave,40.73827428,-73.98751968,18985,Subscriber,1973,1
579,6/1/2013 9:45,6/1/2013 9:55,507,E 25 St & 2 Ave,40.73912601,-73.97973776,432,E 7 St & Avenue A,40.72621788,-73.98379855,15652,Subscriber,1964,1
769,6/1/2013 9:46,6/1/2013 9:59,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,19806,Subscriber,1981,1
172,6/1/2013 9:46,6/1/2013 9:49,442,W 27 St & 7 Ave,40.746647,-73.993915,297,E 15 St & 3 Ave,40.734232,-73.986923,20290,Subscriber,1982,1
1812,6/1/2013 9:46,6/1/2013 10:16,314,Cadman Plaza West & Montague St,40.69383,-73.990539,2000,Front St & Washington St,40.70255088,-73.98940236,19371,Subscriber,1970,1
984,6/1/2013 9:46,6/1/2013 10:03,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,435,W 21 St & 6 Ave,40.74173969,-73.99415556,17555,Subscriber,1988,1
6696,6/1/2013 9:46,6/1/2013 11:38,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,497,E 17 St & Broadway,40.73704984,-73.99009296,17913,Subscriber,1973,1
1477,6/1/2013 9:46,6/1/2013 10:11,406,Hicks St & Montague St,40.69512845,-73.99595065,2022,E 60 St & York Ave,40.759107,-73.959223,18188,Customer,NULL,0
3697,6/1/2013 9:46,6/1/2013 10:47,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,534,Water - Whitehall Plaza,40.70255065,-74.0127234,18286,Subscriber,1968,2
289,6/1/2013 9:47,6/1/2013 9:52,229,Great Jones St,40.72743423,-73.99379025,411,E 6 St & Avenue D,40.72228087,-73.97668709,15972,Subscriber,1974,1
760,6/1/2013 9:47,6/1/2013 9:59,384,Fulton St & Washington Ave,40.683048,-73.964915,NULL,NULL,NULL,NULL,15999,Subscriber,1990,1
709,6/1/2013 9:47,6/1/2013 9:59,116,W 17 St & 8 Ave,40.74177603,-74.00149746,243,Fulton St & Rockwell Pl,40.688226,-73.979382,18259,Subscriber,1978,1
1101,6/1/2013 9:47,6/1/2013 10:06,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,368,Carmine St & 6 Ave,40.73038599,-74.00214988,17700,Customer,NULL,0
111,6/1/2013 9:47,6/1/2013 9:49,423,W 54 St & 9 Ave,40.76584941,-73.98690506,523,W 38 St & 8 Ave,40.75466591,-73.99138152,20302,Customer,NULL,0
1716,6/1/2013 9:48,6/1/2013 10:16,497,E 17 St & Broadway,40.73704984,-73.99009296,497,E 17 St & Broadway,40.73704984,-73.99009296,18187,Customer,NULL,0
1321,6/1/2013 9:48,6/1/2013 10:10,116,W 17 St & 8 Ave,40.74177603,-74.00149746,363,West Thames St,40.70834698,-74.01713445,15458,Customer,NULL,0
1703,6/1/2013 9:48,6/1/2013 10:16,497,E 17 St & Broadway,40.73704984,-73.99009296,497,E 17 St & Broadway,40.73704984,-73.99009296,16249,Customer,NULL,0
964,6/1/2013 9:48,6/1/2013 10:04,291,Madison St & Montgomery St,40.713126,-73.984844,146,Hudson St & Reade St,40.71625008,-74.0091059,18041,Subscriber,1971,2
25798,6/1/2013 9:48,6/1/2013 16:58,368,Carmine St & 6 Ave,40.73038599,-74.00214988,427,Bus Slip & State St,40.701907,-74.013942,15870,Subscriber,1950,1
184,6/1/2013 9:48,6/1/2013 9:51,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,311,Norfolk St & Broome St,40.7172274,-73.98802084,19310,Subscriber,1961,1
378,6/1/2013 9:48,6/1/2013 9:55,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,365,Fulton St & Grand Ave,40.68223166,-73.9614583,19277,Subscriber,1967,1
368,6/1/2013 9:48,6/1/2013 9:54,312,Allen St & Stanton St,40.722055,-73.989111,251,Mott St & Prince St,40.72317958,-73.99480012,20279,Subscriber,1975,2
543,6/1/2013 9:48,6/1/2013 9:57,504,1 Ave & E 16 St,40.73221853,-73.98165557,402,Broadway & E 22 St,40.7403432,-73.98955109,17406,Subscriber,1981,1
1620,6/1/2013 9:49,6/1/2013 10:16,521,8 Ave & W 31 St N,40.75096735,-73.99444208,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,16799,Customer,NULL,0
1611,6/1/2013 9:49,6/1/2013 10:16,521,8 Ave & W 31 St N,40.75096735,-73.99444208,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,17313,Customer,NULL,0
